id;annotator;tablename;position;question;answer
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;0;since 2020 what is the life expectancy for Perempuan in ACEH?;['71.09', '71.16', '71.22', '71.3', '71.34', '71.49', '71.52', '71.55', '71.67', '71.85', '71.91', '71.94', '72.16']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in ACEH in 2020?;['71.91']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2018 for Perempuan?;['71.67']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2017?;['71.55']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2016 for Perempuan?;['71.52']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in ACEH in 2012?;['71.22']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2010?;['71.09']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;from 2020 what is the expected life of Perempuan in SUMATERA BARAT?;['69.58', '69.78', '69.99', '70.2', '70.31', '70.64', '70.65', '70.7', '70.93', '71.29', '71.45', '71.57', '71.89']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in SUMATERA BARAT in Provinsi?;['SUMATERA BARAT']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2022?;['71.89']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2021?;['71.57']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2015 for Perempuan?;['70.64']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in SUMATERA BARAT in 2013?;['70.2']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in SUMATERA BARAT in 2012?;['69.99']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in SUMATERA BARAT in 2011?;['69.78']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan living in JAMBI since 2020?;['71.88', '72.03', '72.18', '72.33', '72.41', '72.54', '72.62', '72.67', '72.8', '72.97', '73.07', '73.19', '73.49']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in Provinsi for Perempuan?;['JAMBI']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2021 for Perempuan?;['73.19']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2020 for Perempuan?;['73.07']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in JAMBI in 2017?;['72.67']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in JAMBI in 2014?;['72.41']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan living in SUMATERA SELATAN since 2020?;['70.34', '70.49', '70.66', '70.83', '70.91', '71.13', '71.16', '71.17', '71.4', '71.63', '71.86', '71.95', '72.29']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in Provinsi for Perempuan?;['SUMATERA SELATAN']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in SUMATERA SELATAN in 2022?;['72.29']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2021?;['71.95']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2020 for Perempuan?;['71.86']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in SUMATERA SELATAN in 2019?;['71.63']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2013?;['70.83']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2012?;['70.66']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2011?;['70.49']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the Perempuan life expectancy in BENGKULU?;['69.81', '69.98', '70.16', '70.32', '70.35', '70.48', '70.49', '70.51', '70.76', '71.13', '71.27', '71.4', '71.68']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in Provinsi for Perempuan?;['BENGKULU']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in BENGKULU in 2021?;['71.4']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2018?;['70.76']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2017 for Perempuan?;['70.51']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2014 for Perempuan?;['70.35']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2013 for Perempuan?;['70.32']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2012?;['70.16']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2011?;['69.98']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in BENGKULU in 2010?;['69.81']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;since 2020 what is the life expectancy for Perempuan in LAMPUNG?;['70.9', '71.1', '71.31', '71.53', '71.64', '71.88', '71.9', '71.91', '72.14', '72.48', '72.61', '72.69', '72.97']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2020?;['72.61']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2019?;['72.48']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2014 for Perempuan?;['71.64']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in LAMPUNG in 2013?;['71.53']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2012?;['71.31']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan living in KEP. BANGKA BELITUNG since 2020?;['71.14', '71.3', '71.45', '71.61', '71.69', '71.85', '71.88', '71.89', '72.11', '72.46', '72.59', '72.7', '72.97']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in KEP. BANGKA BELITUNG in 2022?;['72.97']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in KEP. BANGKA BELITUNG in 2017?;['71.89']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan living in KEP. RIAU since 2020?;['70.39', '70.59', '70.81', '71.02', '71.12', '71.38', '71.39', '71.4', '71.56', '71.73', '71.9', '72.07', '72.47']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in Provinsi?;['KEP. RIAU']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in KEP. RIAU in 2022?;['72.47']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2021 for Perempuan?;['72.07']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2020?;['71.9']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2019 for Perempuan?;['71.73']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in KEP. RIAU in 2018?;['71.56']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in KEP. RIAU in 2016?;['71.39']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in KEP. RIAU in 2015?;['71.38']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2014 for Perempuan?;['71.12']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2013 for Perempuan?;['71.02']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2011?;['70.59']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan living in DKI JAKARTA since 2020?;['73.65', '73.8', '73.96', '74.12', '74.2', '74.36', '74.4', '74.41', '74.56', '74.68', '74.8', '74.91', '75.22']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in Provinsi?;['DKI JAKARTA']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in DKI JAKARTA in 2019?;['74.68']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in DKI JAKARTA in 2017?;['74.41']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2016?;['74.4']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2012?;['73.96']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in DKI JAKARTA in 2011?;['73.8']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2010?;['73.65']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;since 2020 what is the life expectancy for Perempuan in JAWA BARAT?;['73.27', '73.53', '73.79', '74.05', '74.18', '74.36', '74.39', '74.42', '74.62', '74.81', '75.0', '75.19', '75.48']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in JAWA BARAT in 2022?;['75.48']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2021 for Perempuan?;['75.19']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2020 for Perempuan?;['75.0']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in JAWA BARAT in 2017?;['74.42']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in JAWA BARAT in 2016?;['74.39']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2015 for Perempuan?;['74.36']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2012 for Perempuan?;['73.79']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2011 for Perempuan?;['73.53']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in JAWA BARAT in 2010?;['73.27']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;since 2020 what is the life expectancy for Perempuan in JAWA TENGAH?;['74.75', '74.92', '75.1', '75.28', '75.87', '75.95', '75.99', '76.02', '76.1', '76.16', '76.3', '76.42', '76.53']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in JAWA TENGAH in Provinsi?;['JAWA TENGAH']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2022?;['76.53']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in JAWA TENGAH in 2021?;['76.42']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2017 for Perempuan?;['76.02']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in JAWA TENGAH in 2016?;['75.99']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2011 for Perempuan?;['74.92']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan living in DI YOGYAKARTA since 2020?;['76.06', '76.14', '76.24', '76.32', '76.36', '76.53', '76.54', '76.57', '76.65', '76.76', '76.83', '76.89', '76.93']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in Provinsi?;['DI YOGYAKARTA']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2020 for Perempuan?;['76.83']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in DI YOGYAKARTA in 2019?;['76.76']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in DI YOGYAKARTA in 2016?;['76.54']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in DI YOGYAKARTA in 2014?;['76.36']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2013?;['76.32']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2011 for Perempuan?;['76.14']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the Perempuan life expectancy in JAWA TIMUR?;['71.89', '72.01', '72.13', '72.33', '72.44', '72.67', '72.68', '72.7', '72.87', '73.15', '73.27', '73.35', '73.71']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in JAWA TIMUR in 2022?;['73.71']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2015 for Perempuan?;['72.67']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2014?;['72.44']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2013?;['72.33']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2012?;['72.13']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2010 for Perempuan?;['71.89']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the Perempuan life expectancy in BALI?;['72.59', '72.76', '72.91', '73.07', '73.15', '73.31', '73.32', '73.35', '73.57', '73.89', '74.03', '74.17', '74.53']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in BALI in 2021?;['74.17']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2020?;['74.03']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2015?;['73.31']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in BALI in 2014?;['73.15']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2012?;['72.91']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan living in NUSA TENGGARA BARAT since 2020?;['65.77', '66.09', '66.4', '66.7', '66.85', '67.33', '67.39', '67.42', '67.75', '68.16', '68.39', '68.66', '69.07']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in NUSA TENGGARA BARAT in 2022?;['69.07']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2020 for Perempuan?;['68.39']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2018 for Perempuan?;['67.75']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2017?;['67.42']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2015 for Perempuan?;['67.33']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2013?;['66.7']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the Perempuan life expectancy in NUSA TENGGARA TIMUR?;['67.24', '67.41', '67.6', '67.77', '67.85', '67.91', '67.92', '67.96', '68.28', '68.81', '68.96', '69.11', '69.43']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in Provinsi?;['NUSA TENGGARA TIMUR']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2022?;['69.43']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in NUSA TENGGARA TIMUR in 2021?;['69.11']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2019?;['68.81']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in NUSA TENGGARA TIMUR in 2018?;['68.28']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in NUSA TENGGARA TIMUR in 2017?;['67.96']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2013 for Perempuan?;['67.77']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2010?;['67.24']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan living in KALIMANTAN TENGAH since 2020?;['70.98', '71.06', '71.16', '71.23', '71.34', '71.48', '71.49', '71.5', '71.55', '71.6', '71.66', '71.72', '72.02']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in Provinsi for Perempuan?;['KALIMANTAN TENGAH']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2022 for Perempuan?;['72.02']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2021 for Perempuan?;['71.72']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in KALIMANTAN TENGAH in 2020?;['71.66']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2019 for Perempuan?;['71.6']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2017?;['71.5']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2014 for Perempuan?;['71.34']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2010 for Perempuan?;['70.98']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the Perempuan life expectancy in KALIMANTAN SELATAN?;['68.63', '68.86', '69.09', '69.33', '69.45', '69.78', '69.84', '69.95', '70.19', '70.45', '70.62', '70.79', '71.13']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2022 for Perempuan?;['71.13']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2019?;['70.45']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2018?;['70.19']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in KALIMANTAN SELATAN in 2016?;['69.84']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the Perempuan life expectancy in KALIMANTAN TIMUR?;['74.84', '75.05', '75.27', '75.46', '75.56', '75.58', '75.59', '75.61', '75.87', '76.13', '76.21', '76.51', '76.52']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in KALIMANTAN TIMUR in 2021?;['76.51']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2018?;['75.87']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in KALIMANTAN TIMUR in 2015?;['75.58']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in KALIMANTAN TIMUR in 2013?;['75.46']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2012?;['75.27']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in KALIMANTAN TIMUR in 2011?;['75.05']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan living in KALIMANTAN UTARA since 2020?;['73.85', '73.86', '73.87', '73.88', '73.98', '74.28', '74.3', '74.34', '74.37', '74.4', '74.44', '74.48', '74.54']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy of Perempuan in KALIMANTAN UTARA in Provinsi?;['KALIMANTAN UTARA']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2022 for Perempuan?;['74.54']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;what is the life expectancy in 2018 for Perempuan?;['74.37']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;Perempuan life expectancy in 2015?;['74.28']
ds0003;Zaki;angka_harapan_hidup_provinsi_indonesia;1;since 2020 what is the life expectancy for Perempuan in SULAWESI UTARA?;['72.39', '72.55', '72.7', '72.85', '72.92', '72.98', '72.99', '73.01', '73.23', '73.55', '73.67', '73.72', '74.04']
